"id","source_url","local_path","note"
"106","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/242760/header.jpg","docs/plans/images/web_refs/web_ref_00106.jpg",
"107","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/242760/capsule_616x353.jpg","docs/plans/images/web_refs/web_ref_00107.jpg",
"108","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/242760/library_hero.jpg","docs/plans/images/web_refs/web_ref_00108.jpg",
"109","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/242760/capsule_231x87.jpg","docs/plans/images/web_refs/web_ref_00109.jpg",
"110","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/242760/page_bg_generated_v6b.jpg","docs/plans/images/web_refs/web_ref_00110.jpg",
"111","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1665460/header.jpg","docs/plans/images/web_refs/web_ref_00111.jpg",
"112","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1665460/capsule_616x353.jpg","docs/plans/images/web_refs/web_ref_00112.jpg",
"113","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1665460/library_hero.jpg","docs/plans/images/web_refs/web_ref_00113.jpg",
"114","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1665460/capsule_231x87.jpg","docs/plans/images/web_refs/web_ref_00114.jpg",
"115","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1665460/page_bg_generated_v6b.jpg","docs/plans/images/web_refs/web_ref_00115.jpg",
"116","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1517290/header.jpg","docs/plans/images/web_refs/web_ref_00116.jpg",
"117","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1517290/capsule_616x353.jpg","docs/plans/images/web_refs/web_ref_00117.jpg",
"118","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1517290/library_hero.jpg","docs/plans/images/web_refs/web_ref_00118.jpg",
"119","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1517290/capsule_231x87.jpg","docs/plans/images/web_refs/web_ref_00119.jpg",
"120","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1517290/page_bg_generated_v6b.jpg","docs/plans/images/web_refs/web_ref_00120.jpg",
"121","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2246340/header.jpg","docs/plans/images/web_refs/web_ref_00121.jpg",
"122","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2246340/capsule_616x353.jpg","docs/plans/images/web_refs/web_ref_00122.jpg",
"123","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2246340/library_hero.jpg","docs/plans/images/web_refs/web_ref_00123.jpg",
"124","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2246340/capsule_231x87.jpg","docs/plans/images/web_refs/web_ref_00124.jpg",
"125","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2246340/page_bg_generated_v6b.jpg","docs/plans/images/web_refs/web_ref_00125.jpg",
"126","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1811260/header.jpg","docs/plans/images/web_refs/web_ref_00126.jpg",
"127","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1811260/capsule_616x353.jpg","docs/plans/images/web_refs/web_ref_00127.jpg",
"128","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1811260/library_hero.jpg","docs/plans/images/web_refs/web_ref_00128.jpg",
"129","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1811260/capsule_231x87.jpg","docs/plans/images/web_refs/web_ref_00129.jpg",
"130","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1811260/page_bg_generated_v6b.jpg","docs/plans/images/web_refs/web_ref_00130.jpg",
"131","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2694490/header.jpg","docs/plans/images/web_refs/web_ref_00131.jpg",
"132","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2694490/capsule_616x353.jpg","docs/plans/images/web_refs/web_ref_00132.jpg",
"133","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2694490/library_hero.jpg","docs/plans/images/web_refs/web_ref_00133.jpg",
"134","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2694490/capsule_231x87.jpg","docs/plans/images/web_refs/web_ref_00134.jpg",
"135","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2694490/page_bg_generated_v6b.jpg","docs/plans/images/web_refs/web_ref_00135.jpg",
"136","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/304930/header.jpg","docs/plans/images/web_refs/web_ref_00136.jpg",
"137","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/304930/capsule_616x353.jpg","docs/plans/images/web_refs/web_ref_00137.jpg",
"138","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/304930/library_hero.jpg","docs/plans/images/web_refs/web_ref_00138.jpg",
"139","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/304930/capsule_231x87.jpg","docs/plans/images/web_refs/web_ref_00139.jpg",
"140","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/304930/page_bg_generated_v6b.jpg","docs/plans/images/web_refs/web_ref_00140.jpg",
"141","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3241660/header.jpg","docs/plans/images/web_refs/web_ref_00141.jpg",
"142","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3241660/library_hero.jpg","docs/plans/images/web_refs/web_ref_00142.jpg",
"143","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3241660/page_bg_generated_v6b.jpg","docs/plans/images/web_refs/web_ref_00143.jpg",
"144","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/377160/header.jpg","docs/plans/images/web_refs/web_ref_00144.jpg",
"145","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/377160/capsule_616x353.jpg","docs/plans/images/web_refs/web_ref_00145.jpg",
"146","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/377160/library_hero.jpg","docs/plans/images/web_refs/web_ref_00146.jpg",
"147","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/377160/capsule_231x87.jpg","docs/plans/images/web_refs/web_ref_00147.jpg",
"148","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/377160/page_bg_generated_v6b.jpg","docs/plans/images/web_refs/web_ref_00148.jpg",
"149","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/553850/header.jpg","docs/plans/images/web_refs/web_ref_00149.jpg",
"150","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/553850/capsule_616x353.jpg","docs/plans/images/web_refs/web_ref_00150.jpg",
"151","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/553850/library_hero.jpg","docs/plans/images/web_refs/web_ref_00151.jpg",
"152","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/553850/capsule_231x87.jpg","docs/plans/images/web_refs/web_ref_00152.jpg",
"153","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/553850/page_bg_generated_v6b.jpg","docs/plans/images/web_refs/web_ref_00153.jpg",
"154","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/346110/header.jpg","docs/plans/images/web_refs/web_ref_00154.jpg",
"155","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/346110/capsule_616x353.jpg","docs/plans/images/web_refs/web_ref_00155.jpg",
"156","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/346110/library_hero.jpg","docs/plans/images/web_refs/web_ref_00156.jpg",
"157","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/346110/capsule_231x87.jpg","docs/plans/images/web_refs/web_ref_00157.jpg",
"158","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/346110/page_bg_generated_v6b.jpg","docs/plans/images/web_refs/web_ref_00158.jpg",
"159","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/755790/header.jpg","docs/plans/images/web_refs/web_ref_00159.jpg",
"160","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/755790/capsule_616x353.jpg","docs/plans/images/web_refs/web_ref_00160.jpg",
"161","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/755790/library_hero.jpg","docs/plans/images/web_refs/web_ref_00161.jpg",
"162","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/755790/capsule_231x87.jpg","docs/plans/images/web_refs/web_ref_00162.jpg",
"163","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/755790/page_bg_generated_v6b.jpg","docs/plans/images/web_refs/web_ref_00163.jpg",
"164","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/444200/header.jpg","docs/plans/images/web_refs/web_ref_00164.jpg",
"165","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/444200/capsule_616x353.jpg","docs/plans/images/web_refs/web_ref_00165.jpg",
"166","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/444200/library_hero.jpg","docs/plans/images/web_refs/web_ref_00166.jpg",
"167","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/444200/capsule_231x87.jpg","docs/plans/images/web_refs/web_ref_00167.jpg",
"168","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/444200/page_bg_generated_v6b.jpg","docs/plans/images/web_refs/web_ref_00168.jpg",
"169","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/107410/header.jpg","docs/plans/images/web_refs/web_ref_00169.jpg",
"170","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/107410/capsule_616x353.jpg","docs/plans/images/web_refs/web_ref_00170.jpg",
"171","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/107410/library_hero.jpg","docs/plans/images/web_refs/web_ref_00171.jpg",
"172","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/107410/capsule_231x87.jpg","docs/plans/images/web_refs/web_ref_00172.jpg",
"173","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/107410/page_bg_generated_v6b.jpg","docs/plans/images/web_refs/web_ref_00173.jpg",
"174","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/444090/header.jpg","docs/plans/images/web_refs/web_ref_00174.jpg",
"175","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/444090/capsule_616x353.jpg","docs/plans/images/web_refs/web_ref_00175.jpg",
"176","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/444090/library_hero.jpg","docs/plans/images/web_refs/web_ref_00176.jpg",
"177","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/444090/capsule_231x87.jpg","docs/plans/images/web_refs/web_ref_00177.jpg",
"178","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/444090/page_bg_generated_v6b.jpg","docs/plans/images/web_refs/web_ref_00178.jpg",
"179","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1097150/header.jpg","docs/plans/images/web_refs/web_ref_00179.jpg",
"180","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1097150/capsule_616x353.jpg","docs/plans/images/web_refs/web_ref_00180.jpg",
"181","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1097150/library_hero.jpg","docs/plans/images/web_refs/web_ref_00181.jpg",
"182","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1097150/capsule_231x87.jpg","docs/plans/images/web_refs/web_ref_00182.jpg",
"183","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1097150/page_bg_generated_v6b.jpg","docs/plans/images/web_refs/web_ref_00183.jpg",
"184","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2186680/header.jpg","docs/plans/images/web_refs/web_ref_00184.jpg",
"185","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2186680/capsule_616x353.jpg","docs/plans/images/web_refs/web_ref_00185.jpg",
"186","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2186680/library_hero.jpg","docs/plans/images/web_refs/web_ref_00186.jpg",
"187","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2186680/capsule_231x87.jpg","docs/plans/images/web_refs/web_ref_00187.jpg",
"188","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2186680/page_bg_generated_v6b.jpg","docs/plans/images/web_refs/web_ref_00188.jpg",
"189","https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/814380/header.jpg","docs/plans/images/web_refs/web_ref_00189.jpg",
